date,id,name,y_items,y_actual_cost,total_list_size
2015-07-01,P84048,"TREGENNA GROUP PRACTICE",404,2186.81,6577
2015-07-01,P84041,"CORNERSTONE FAMILY PRACTICE",391,2177.64,6267
2015-07-01,P84059,"LIME SQUARE MEDICAL CENTRE",367,1820.44,5865
2015-07-01,P84054,"WHITLEY ROAD MEDICAL CENTRE",415,2020.54,6628
2015-07-01,P84067,"HAZELDENE MEDICAL CENTRE",437,2213.27,6591
2015-07-01,P84047,"DROYLSDEN RD FAMILY PRACTICE",318,1263.91,4738
2015-07-01,P84029,"BENCHILL MEDICAL PRACTICE",687,4468.12,9557
2015-07-01,P84021,"THE MAPLES MEDICAL CENTRE",565,3119.11,7795
2015-07-01,P84049,"THE AVENUE MEDICAL CENTRE",780,4520.3,10057
2015-07-01,P84014,"RK MEDICAL PRACTICE",342,1511.34,4305
2015-07-01,P84024,"BOWLAND MEDICAL PRACTICE",610,3807.24,7597
2015-07-01,Y02890,"HAWTHORN MC",373,2196.2,4493
2015-08-01,P84627,"DR TIWARI'S PRACTICE",0,0,444
2015-08-01,P84062,"BROOKDALE SURGERY",4,9.39,2753
2015-08-01,P84663,"THE NEVILLE FAMILY CENTRE",34,164.06,3906
2015-08-01,P84623,"ALEESHAN MEDICAL CENTRE",13,40.77,1299
2015-08-01,P84018,"MAULDETH MEDICAL CENTRE",87,630.28,5730
2015-08-01,P84639,"FALLOWFIELD MEDICAL CENTRE",38,277.14,2116
2015-08-01,P84630,"THE ARCH MEDICAL PRACTICE",240,1952.94,12766
2015-08-01,P84026,"DICKENSON ROAD MEDICAL CENTRE",123,995.25,6478
2015-08-01,P84072,"THE ROBERT DARBISHIRE PRACTICE",382,2023.03,18815
2015-08-01,P84039,"THE RANGE MEDICAL CENTRE",170,1157.09,8180
2015-08-01,P84005,"THE VALLANCE CENTRE",124,1261.48,5804
2015-08-01,P84669,"CORNBROOK MEDICAL PRACTICE",235,1281.37,10397
2015-08-01,P84683,"THE DOC'S SURGERY",148,1007.2,6542
2015-08-01,P84068,"CHORLTON FAMILY PRACTICE",227,1752.91,9863
2015-08-01,P84679,"WILLOWBANK SURGERY",40,125.49,1686
2015-08-01,P84009,"AILSA CRAIG MEDICAL CENTRE",222,1136.98,9226
2015-08-01,P84650,"THE ALEXANDRA PRACTICE",140,637.23,5720
2015-08-01,P84689,"LONGSIGHT MEDICAL PRACTICE",118,429.98,4804
2015-08-01,P84605,"FERNCLOUGH SURGERY",54,196.71,2128
2015-08-01,P84023,"SURREY LODGE PRACTICE",210,1262.34,8156
2015-08-01,P84010,"THE BORCHARDT MEDICAL CENTRE",284,1272.14,10882
2015-08-01,P84626,"WILMSLOW ROAD SURGERY",118,538.87,4520
2015-08-01,P84665,"AL-SHIFA MEDICAL CENTRE",73,193.09,2790
2015-08-01,P84034,"BARLOW MEDICAL CENTRE",361,2536.78,13507
2015-08-01,P84635,"THE WHITSWOOD PRACTICE",96,404.47,3561
2015-08-01,P84676,"OSWALD ROAD MEDICAL PRACTICE",121,559.56,4447
2015-08-01,P84035,"BODEY MEDICAL CENTRE",456,2322.73,16479
2015-08-01,P84616,"MANCHESTER MEDICAL",189,1036.04,6641
2015-08-01,P84640,"QUEENS MEDICAL CENTRE",87,1021.05,3037
2015-08-01,P84611,"DR CHIU, KOH AND GAN",168,834.99,5808
2015-08-01,Y02325,"CHARLESTOWN MD",97,382.65,3347
2015-08-01,P84038,"ASHVILLE SURGERY",238,2629.93,8197
2015-08-01,P84027,"WEST POINT MEDICAL CENTRE",211,1246.57,7212
2015-08-01,P84037,"DR CUNNINGHAM & PARTNERS",200,829.88,6755
2015-08-01,P84017,"LADYBARN GROUP PRACTICE",312,1889.12,10270
2015-08-01,P84652,"CORKLAND ROAD MEDICAL PRACTICE",217,1463.27,7117
2015-08-01,P84074,"WELLFIELD MEDICAL CENTRE",296,1810.63,9655
2015-08-01,Y02520,"SIMPSON MEDICAL PRACTICE",167,1112.79,5187
2015-08-01,Y02960,"NEW BANK HEALTH",160,782.26,4944
2015-08-01,P84071,"WILBRAHAM SURGERY",137,857.05,4136
2015-08-01,P84053,"ASHCROFT SURGERY",272,1695.22,8000
2015-08-01,P84061,"BROOKLANDS MEDICAL PRACTICE",193,1472.68,5671
2015-08-01,P84050,"MOUNT ROAD SURGERY",252,1402.31,7403
2015-08-01,P84644,"PARKSIDE SURGERY",139,796.82,4051
2015-08-01,P84684,"JOLLY MEDICAL CENTRE",109,835.39,3158
2015-08-01,P84065,"THE SINGH MEDICAL PRACTICE",131,577.38,3709
2015-08-01,P84004,"FIVE OAKS FAMILIY PRACTICE",313,2394.43,8824
2015-08-01,P84070,"NEWTON HEATH MEDICAL CENTRE",202,1020.84,5639
2015-08-01,P84016,"LEVENSHULME MEDICAL PRACTICE",259,1633.15,7049
2015-08-01,P84651,"NORTHERN MOOR MEDICAL PRACTICE",113,492.88,3030
2015-08-01,P84673,"ANCOATS URBAN VILLAGE MEDICAL PRACTICE",375,2193.47,9859
2015-08-01,P84030,"NEW COLLEGIATE MEDICAL CENTRE",502,4778.7,13151
2015-08-01,P84064,"NEW ISLINGTON MEDICAL CENTRE",154,708.46,3994
2015-08-01,P84042,"FLORENCE HOUSE MEDICAL PRACTICE",319,1669.76,8160
2015-08-01,P84056,"PRINCESS ROAD SURGERY",179,835.39,4531
2015-08-01,P84682,"BURNAGE HEALTHCARE PRACTICE",92,909.25,2289
2015-08-01,P84678,"DIDSBURY MEDICAL CENTRE - DR WHITAKER",540,2945.37,13171
2015-08-01,P84690,"DAM HEAD MEDICAL CENTRE",112,572.82,2687
2015-08-01,P84022,"KINGSWAY MEDICAL PRACTICE",242,1164.56,5797
2015-08-01,P84032,"DRS HANIF & BANNURU",282,1694.4,6483
2015-08-01,P84021,"THE MAPLES MEDICAL CENTRE",345,1761.75,7795
2015-08-01,P84645,"PARK VIEW MEDICAL CENTRE",282,1678.61,6335
2015-08-01,P84046,"CHEETHAM HILL PRIMARY CARE CENTRE",450,4726.81,10006
2015-08-01,P84012,"NORTHENDEN GROUP PRACTICE",493,2926.99,10843
2015-08-01,P84043,"CORNISHWAY GROUP PRACTICE",406,2074.3,8900
2015-08-01,P84051,"EASTLANDS MEDICAL CENTRE",246,1150.38,5360
2015-08-01,P84025,"ST GEORGE'S MEDICAL CENTRE",325,1406.91,7027
2015-08-01,P84631,"ARTANE MEDICAL CENTRE",96,838.8,2069
2015-08-01,P84041,"CORNERSTONE FAMILY PRACTICE",295,1936.38,6267
2015-08-01,Y01695,"MP VICTORIA MILL",115,456.44,2427
2015-08-01,P84019,"VALENTINE MEDICAL CENTRE",501,3155.67,10453
2015-08-01,P84637,"DR KHAN'S PRACTICE",126,403.3,2608
2015-08-01,P84054,"WHITLEY ROAD MEDICAL CENTRE",326,1446.66,6628
2015-08-01,P84033,"BEACON MEDICAL CENTRE",186,1213.8,3758
2015-08-01,P84672,"WOODLANDS MEDICAL PRACTICE",155,1182.98,3128
2015-08-01,P84045,"THE PARK MEDICAL CENTRE",255,1424.78,5113
2015-08-01,P84067,"HAZELDENE MEDICAL CENTRE",334,2415.5,6591
2015-08-01,P84020,"PEEL HALL MEDICAL CENTRE",427,2925.75,8372
2015-08-01,P84055,"MERSEYBANK SURGERY",132,897.74,2586
2015-08-01,P84048,"TREGENNA GROUP PRACTICE",350,1693.65,6577
2015-08-01,P84040,"CONRAN MEDICAL CENTRE",278,1176.44,5211
2015-08-01,P84047,"DROYLSDEN RD FAMILY PRACTICE",257,995.19,4738
2015-08-01,P84052,"WEST GORTON MEDICAL PRACTICE",360,1413.68,6434
2015-08-01,P84014,"RK MEDICAL PRACTICE",241,1219.3,4305
2015-08-01,P84066,"DAVID MEDICAL CENTRE",233,1188.19,4151
2015-08-01,Y02849,"CITY HEALTH CENTRE",443,1971.08,7840
2015-08-01,P84028,"GORTON MEDICAL CENTRE",495,2217.33,8326
2015-08-01,P84059,"LIME SQUARE MEDICAL CENTRE",355,1536.06,5865
2015-08-01,P84024,"BOWLAND MEDICAL PRACTICE",477,2491.9,7597
2015-08-01,P84029,"BENCHILL MEDICAL PRACTICE",612,3847.75,9557
2015-08-01,P84049,"THE AVENUE MEDICAL CENTRE",669,4110.22,10057
2015-08-01,Y02890,"HAWTHORN MC",333,1763.27,4493
2015-09-01,P84627,"DR TIWARI'S PRACTICE",0,0,444
2015-09-01,P84062,"BROOKDALE SURGERY",3,9.43,2753
2015-09-01,P84663,"THE NEVILLE FAMILY CENTRE",26,57.2,3906
2015-09-01,P84623,"ALEESHAN MEDICAL CENTRE",18,43.26,1299
2015-09-01,P84630,"THE ARCH MEDICAL PRACTICE",268,1802.28,12766
2015-09-01,P84072,"THE ROBERT DARBISHIRE PRACTICE",432,2136.54,18815
2015-09-01,P84683,"THE DOC'S SURGERY",151,1113.42,6542
2015-09-01,P84026,"DICKENSON ROAD MEDICAL CENTRE",163,952.91,6478
2015-09-01,P84018,"MAULDETH MEDICAL CENTRE",145,832.28,5730
2015-09-01,P84005,"THE VALLANCE CENTRE",149,676.66,5804
2015-09-01,P84068,"CHORLTON FAMILY PRACTICE",262,1735.56,9863
2015-09-01,P84669,"CORNBROOK MEDICAL PRACTICE",278,1533.56,10397
2015-09-01,P84023,"SURREY LODGE PRACTICE",222,1107.65,8156
2015-09-01,P84639,"FALLOWFIELD MEDICAL CENTRE",58,192.52,2116
2015-09-01,P84039,"THE RANGE MEDICAL CENTRE",228,1245.24,8180
2015-09-01,P84689,"LONGSIGHT MEDICAL PRACTICE",135,718.09,4804
2015-09-01,Y02960,"NEW BANK HEALTH",140,820.26,4944
2015-09-01,P84665,"AL-SHIFA MEDICAL CENTRE",84,266.89,2790
2015-09-01,P84009,"AILSA CRAIG MEDICAL CENTRE",282,2120.93,9226
2015-09-01,P84616,"MANCHESTER MEDICAL",204,1103.8,6641
2015-09-01,Y02325,"CHARLESTOWN MD",104,433.99,3347
2015-09-01,P84650,"THE ALEXANDRA PRACTICE",178,1133.01,5720
2015-09-01,P84053,"ASHCROFT SURGERY",252,1568.25,8000
2015-09-01,P84038,"ASHVILLE SURGERY",264,2107.21,8197
2015-09-01,P84635,"THE WHITSWOOD PRACTICE",116,560.14,3561
2015-09-01,P84010,"THE BORCHARDT MEDICAL CENTRE",357,2049.26,10882
2015-09-01,P84640,"QUEENS MEDICAL CENTRE",103,905.48,3037
2015-09-01,P84027,"WEST POINT MEDICAL CENTRE",247,1504.61,7212
2015-09-01,P84682,"BURNAGE HEALTHCARE PRACTICE",79,419.39,2289
2015-09-01,P84652,"CORKLAND ROAD MEDICAL PRACTICE",246,1519.05,7117
2015-09-01,P84074,"WELLFIELD MEDICAL CENTRE",335,2925.01,9655
2015-09-01,P84034,"BARLOW MEDICAL CENTRE",482,2924.65,13507
2015-09-01,P84035,"BODEY MEDICAL CENTRE",602,3407.57,16479
2015-09-01,P84605,"FERNCLOUGH SURGERY",79,321.6,2128
2015-09-01,Y02520,"SIMPSON MEDICAL PRACTICE",195,1326.98,5187
2015-09-01,P84611,"DR CHIU, KOH AND GAN",226,1128.01,5808
2015-09-01,P84684,"JOLLY MEDICAL CENTRE",124,477.8,3158
2015-09-01,P84017,"LADYBARN GROUP PRACTICE",407,2034.31,10270
2015-09-01,P84030,"NEW COLLEGIATE MEDICAL CENTRE",523,3757.64,13151
2015-09-01,P84673,"ANCOATS URBAN VILLAGE MEDICAL PRACTICE",393,2171.14,9859
2015-09-01,P84042,"FLORENCE HOUSE MEDICAL PRACTICE",328,1954.88,8160
2015-09-01,P84071,"WILBRAHAM SURGERY",167,881.44,4136
2015-09-01,P84050,"MOUNT ROAD SURGERY",302,1871.59,7403
2015-09-01,Y02849,"CITY HEALTH CENTRE",321,1470.71,7840
2015-09-01,P84070,"NEWTON HEATH MEDICAL CENTRE",231,1003.94,5639
2015-09-01,P84676,"OSWALD ROAD MEDICAL PRACTICE",183,881.1,4447
2015-09-01,P84037,"DR CUNNINGHAM & PARTNERS",280,1108.27,6755
2015-09-01,P84061,"BROOKLANDS MEDICAL PRACTICE",236,1295.55,5671
2015-09-01,P84004,"FIVE OAKS FAMILIY PRACTICE",372,2569.34,8824
2015-09-01,P84626,"WILMSLOW ROAD SURGERY",199,850.86,4520
2015-09-01,P84065,"THE SINGH MEDICAL PRACTICE",167,698.81,3709
2015-09-01,P84678,"DIDSBURY MEDICAL CENTRE - DR WHITAKER",594,3013.64,13171
2015-09-01,P84016,"LEVENSHULME MEDICAL PRACTICE",318,1865.99,7049
2015-09-01,P84644,"PARKSIDE SURGERY",185,869.92,4051
2015-09-01,P84056,"PRINCESS ROAD SURGERY",216,1094.39,4531
2015-09-01,P84690,"DAM HEAD MEDICAL CENTRE",129,567.24,2687
2015-09-01,P84679,"WILLOWBANK SURGERY",82,311.89,1686
2015-09-01,P84067,"HAZELDENE MEDICAL CENTRE",329,1812.6,6591
2015-09-01,P84051,"EASTLANDS MEDICAL CENTRE",268,1193.91,5360
2015-09-01,P84064,"NEW ISLINGTON MEDICAL CENTRE",200,1022.21,3994
2015-09-01,P84645,"PARK VIEW MEDICAL CENTRE",321,1726.68,6335
2015-09-01,P84046,"CHEETHAM HILL PRIMARY CARE CENTRE",510,3356.1,10006
2015-09-01,P84040,"CONRAN MEDICAL CENTRE",268,1678.29,5211
2015-09-01,P84672,"WOODLANDS MEDICAL PRACTICE",163,811.9,3128
2015-09-01,P84021,"THE MAPLES MEDICAL CENTRE",409,1765.4,7795
2015-09-01,P84012,"NORTHENDEN GROUP PRACTICE",570,3405.03,10843
2015-09-01,P84025,"ST GEORGE'S MEDICAL CENTRE",372,1433.04,7027
2015-09-01,P84032,"DRS HANIF & BANNURU",351,1933.73,6483
2015-09-01,P84043,"CORNISHWAY GROUP PRACTICE",484,3024.12,8900
2015-09-01,P84651,"NORTHERN MOOR MEDICAL PRACTICE",167,700.5,3030
2015-09-01,P84022,"KINGSWAY MEDICAL PRACTICE",327,1623.22,5797
2015-09-01,P84637,"DR KHAN'S PRACTICE",149,1121.97,2608
2015-09-01,P84020,"PEEL HALL MEDICAL CENTRE",479,2264.74,8372
2015-09-01,P84048,"TREGENNA GROUP PRACTICE",379,1702.83,6577
2015-09-01,P84052,"WEST GORTON MEDICAL PRACTICE",374,1563.74,6434
2015-09-01,Y01695,"MP VICTORIA MILL",142,1761.05,2427
2015-09-01,P84019,"VALENTINE MEDICAL CENTRE",616,4604.12,10453
2015-09-01,P84033,"BEACON MEDICAL CENTRE",223,1420.6,3758
2015-09-01,P84066,"DAVID MEDICAL CENTRE",247,1065.79,4151
2015-09-01,P84041,"CORNERSTONE FAMILY PRACTICE",373,1948.52,6267
2015-09-01,P84054,"WHITLEY ROAD MEDICAL CENTRE",404,1739.75,6628
2015-09-01,P84631,"ARTANE MEDICAL CENTRE",128,876.79,2069
2015-09-01,P84045,"THE PARK MEDICAL CENTRE",319,2303.36,5113
2015-09-01,P84055,"MERSEYBANK SURGERY",164,1285.28,2586
2015-09-01,P84014,"RK MEDICAL PRACTICE",279,1332.94,4305
2015-09-01,P84047,"DROYLSDEN RD FAMILY PRACTICE",311,1195.46,4738
2015-09-01,P84059,"LIME SQUARE MEDICAL CENTRE",403,1783.65,5865
2015-09-01,P84029,"BENCHILL MEDICAL PRACTICE",661,3467.94,9557
2015-09-01,P84028,"GORTON MEDICAL CENTRE",617,2684.58,8326
2015-09-01,P84049,"THE AVENUE MEDICAL CENTRE",777,4823.26,10057
2015-09-01,Y02890,"HAWTHORN MC",356,1857.95,4493
2015-09-01,P84024,"BOWLAND MEDICAL PRACTICE",684,3666.31,7597
2015-10-01,P84627,"DR TIWARI'S PRACTICE",0,0,374
2015-10-01,P84062,"BROOKDALE SURGERY",6,18.27,2693
2015-10-01,P84663,"THE NEVILLE FAMILY CENTRE",33,99.81,3875
2015-10-01,P84623,"ALEESHAN MEDICAL CENTRE",21,52.74,1273
2015-10-01,P84683,"THE DOC'S SURGERY",131,875.5,6714
2015-10-01,P84005,"THE VALLANCE CENTRE",170,843.97,6867
2015-10-01,P84630,"THE ARCH MEDICAL PRACTICE",333,2267.97,13397
2015-10-01,P84072,"THE ROBERT DARBISHIRE PRACTICE",559,2796.5,20539
2015-10-01,P84026,"DICKENSON ROAD MEDICAL CENTRE",191,1427.46,6542
2015-10-01,P84669,"CORNBROOK MEDICAL PRACTICE",321,1603.83,10567
2015-10-01,P84635,"THE WHITSWOOD PRACTICE",111,454.38,3598
2015-10-01,P84640,"QUEENS MEDICAL CENTRE",93,531.11,2972
2015-10-01,Y02960,"NEW BANK HEALTH",173,1302.34,5200
2015-10-01,P84034,"BARLOW MEDICAL CENTRE",463,2572.19,13633
2015-10-01,P84039,"THE RANGE MEDICAL CENTRE",282,1786.28,8230
2015-10-01,P84650,"THE ALEXANDRA PRACTICE",194,1003.29,5651
2015-10-01,P84010,"THE BORCHARDT MEDICAL CENTRE",375,1992.04,10851
2015-10-01,P84023,"SURREY LODGE PRACTICE",287,1593.32,8279
2015-10-01,P84665,"AL-SHIFA MEDICAL CENTRE",97,315.09,2795
2015-10-01,P84068,"CHORLTON FAMILY PRACTICE",350,1591.07,10042
2015-10-01,P84027,"WEST POINT MEDICAL CENTRE",254,1478.65,7226
2015-10-01,P84689,"LONGSIGHT MEDICAL PRACTICE",174,1051.39,4833
2015-10-01,P84639,"FALLOWFIELD MEDICAL CENTRE",78,331.96,2084
2015-10-01,P84035,"BODEY MEDICAL CENTRE",638,2924.61,16874
2015-10-01,P84009,"AILSA CRAIG MEDICAL CENTRE",361,2665.67,9540
2015-10-01,P84038,"ASHVILLE SURGERY",317,2460.48,8316
2015-10-01,P84611,"DR CHIU, KOH AND GAN",223,947.9,5814
2015-10-01,P84676,"OSWALD ROAD MEDICAL PRACTICE",169,860.02,4375
2015-10-01,P84017,"LADYBARN GROUP PRACTICE",404,2305.03,10340
2015-10-01,P84616,"MANCHESTER MEDICAL",266,1328.05,6776
2015-10-01,Y02520,"SIMPSON MEDICAL PRACTICE",215,1437.93,5384
2015-10-01,P84652,"CORKLAND ROAD MEDICAL PRACTICE",290,1801.29,7250
2015-10-01,P84074,"WELLFIELD MEDICAL CENTRE",394,3264.72,9739
2015-10-01,P84684,"JOLLY MEDICAL CENTRE",129,645.96,3163
2015-10-01,P84018,"MAULDETH MEDICAL CENTRE",268,1199.55,6536
2015-10-01,Y02325,"CHARLESTOWN MD",142,595.29,3423
2015-10-01,P84064,"NEW ISLINGTON MEDICAL CENTRE",174,764,4098
2015-10-01,P84056,"PRINCESS ROAD SURGERY",192,801.26,4446
2015-10-01,P84037,"DR CUNNINGHAM & PARTNERS",296,1478.92,6824
2015-10-01,P84644,"PARKSIDE SURGERY",180,851.72,4113
2015-10-01,P84042,"FLORENCE HOUSE MEDICAL PRACTICE",363,1824.11,8293
2015-10-01,P84682,"BURNAGE HEALTHCARE PRACTICE",103,462.65,2280
2015-10-01,Y02849,"CITY HEALTH CENTRE",361,1747.08,7980
2015-10-01,P84673,"ANCOATS URBAN VILLAGE MEDICAL PRACTICE",452,3080.6,9955
2015-10-01,P84050,"MOUNT ROAD SURGERY",342,2369.71,7489
2015-10-01,P84030,"NEW COLLEGIATE MEDICAL CENTRE",604,5154.51,13163
2015-10-01,P84071,"WILBRAHAM SURGERY",189,1013.68,4084
2015-10-01,P84061,"BROOKLANDS MEDICAL PRACTICE",269,1626.17,5774
2015-10-01,P84053,"ASHCROFT SURGERY",372,2326.93,7949
2015-10-01,P84605,"FERNCLOUGH SURGERY",100,382.62,2125
2015-10-01,P84679,"WILLOWBANK SURGERY",80,262.22,1683
2015-10-01,P84004,"FIVE OAKS FAMILIY PRACTICE",428,2428.87,8927
2015-10-01,P84070,"NEWTON HEATH MEDICAL CENTRE",280,1179.72,5799
2015-10-01,P84678,"DIDSBURY MEDICAL CENTRE - DR WHITAKER",648,3431.23,13290
2015-10-01,P84626,"WILMSLOW ROAD SURGERY",221,1232.35,4517
2015-10-01,P84051,"EASTLANDS MEDICAL CENTRE",264,1037.9,5356
2015-10-01,P84043,"CORNISHWAY GROUP PRACTICE",457,2733.9,8909
2015-10-01,P84021,"THE MAPLES MEDICAL CENTRE",409,1852.05,7945
2015-10-01,P84645,"PARK VIEW MEDICAL CENTRE",330,1898.62,6361
2015-10-01,P84690,"DAM HEAD MEDICAL CENTRE",142,707.51,2699
2015-10-01,P84065,"THE SINGH MEDICAL PRACTICE",200,888.72,3756
2015-10-01,P84022,"KINGSWAY MEDICAL PRACTICE",313,1315.45,5864
2015-10-01,P84046,"CHEETHAM HILL PRIMARY CARE CENTRE",552,4576.63,10232
2015-10-01,P84012,"NORTHENDEN GROUP PRACTICE",582,2808.7,10740
2015-10-01,P84025,"ST GEORGE'S MEDICAL CENTRE",377,1525.09,6942
2015-10-01,P84672,"WOODLANDS MEDICAL PRACTICE",173,1040.67,3156
2015-10-01,P84016,"LEVENSHULME MEDICAL PRACTICE",395,1883.88,7113
2015-10-01,P84067,"HAZELDENE MEDICAL CENTRE",372,2348.06,6638
2015-10-01,P84032,"DRS HANIF & BANNURU",369,1736.14,6525
2015-10-01,P84052,"WEST GORTON MEDICAL PRACTICE",372,1735.87,6453
2015-10-01,P84040,"CONRAN MEDICAL CENTRE",317,1815.07,5313
2015-10-01,P84637,"DR KHAN'S PRACTICE",159,743.25,2614
2015-10-01,P84651,"NORTHERN MOOR MEDICAL PRACTICE",192,995.01,3085
2015-10-01,Y01695,"MP VICTORIA MILL",153,1210.04,2423
2015-10-01,P84054,"WHITLEY ROAD MEDICAL CENTRE",422,1734.21,6613
2015-10-01,P84066,"DAVID MEDICAL CENTRE",269,1459.4,4172
2015-10-01,P84020,"PEEL HALL MEDICAL CENTRE",551,2364.66,8446
2015-10-01,P84045,"THE PARK MEDICAL CENTRE",333,1550.2,5100
2015-10-01,P84048,"TREGENNA GROUP PRACTICE",431,2423.71,6594
2015-10-01,P84019,"VALENTINE MEDICAL CENTRE",689,4143.84,10425
2015-10-01,P84055,"MERSEYBANK SURGERY",181,1035.34,2589
2015-10-01,P84047,"DROYLSDEN RD FAMILY PRACTICE",334,1151.06,4729
2015-10-01,P84033,"BEACON MEDICAL CENTRE",268,1357.61,3781
2015-10-01,P84041,"CORNERSTONE FAMILY PRACTICE",462,3061.04,6347
2015-10-01,P84029,"BENCHILL MEDICAL PRACTICE",718,4888.99,9618
2015-10-01,P84028,"GORTON MEDICAL CENTRE",661,2469.44,8312
2015-10-01,P84631,"ARTANE MEDICAL CENTRE",174,876.59,2131
2015-10-01,P84014,"RK MEDICAL PRACTICE",359,1483.45,4287
2015-10-01,P84059,"LIME SQUARE MEDICAL CENTRE",505,2396.62,5958
2015-10-01,P84024,"BOWLAND MEDICAL PRACTICE",676,3468.56,7618
2015-10-01,P84049,"THE AVENUE MEDICAL CENTRE",910,4634.16,10061
2015-10-01,Y02890,"HAWTHORN MC",499,2616.49,4716
2015-11-01,P84627,"DR TIWARI'S PRACTICE",0,0,374
2015-11-01,P84062,"BROOKDALE SURGERY",42,153.76,2693
2015-11-01,P84663,"THE NEVILLE FAMILY CENTRE",77,492.28,3875
2015-11-01,P84623,"ALEESHAN MEDICAL CENTRE",26,47.17,1273
2015-11-01,P84630,"THE ARCH MEDICAL PRACTICE",305,1940.95,13397
2015-11-01,P84683,"THE DOC'S SURGERY",162,1155.4,6714
2015-11-01,P84005,"THE VALLANCE CENTRE",168,1067.38,6867
2015-11-01,P84072,"THE ROBERT DARBISHIRE PRACTICE",550,2542.19,20539
2015-11-01,P84039,"THE RANGE MEDICAL CENTRE",224,1151.25,8230
2015-11-01,P84669,"CORNBROOK MEDICAL PRACTICE",294,1373.34,10567
2015-11-01,P84665,"AL-SHIFA MEDICAL CENTRE",82,220.95,2795
2015-11-01,P84026,"DICKENSON ROAD MEDICAL CENTRE",192,1023.99,6542
2015-11-01,P84616,"MANCHESTER MEDICAL",217,903.75,6776
2015-11-01,P84034,"BARLOW MEDICAL CENTRE",449,2570.73,13633
2015-11-01,P84639,"FALLOWFIELD MEDICAL CENTRE",69,407.55,2084
2015-11-01,P84009,"AILSA CRAIG MEDICAL CENTRE",317,2149.96,9540
2015-11-01,P84038,"ASHVILLE SURGERY",285,1774.32,8316
2015-11-01,P84068,"CHORLTON FAMILY PRACTICE",349,1764.29,10042
2015-11-01,P84640,"QUEENS MEDICAL CENTRE",104,1008.33,2972
2015-11-01,P84010,"THE BORCHARDT MEDICAL CENTRE",382,2164.17,10851
2015-11-01,Y02960,"NEW BANK HEALTH",184,1511.65,5200
2015-11-01,P84650,"THE ALEXANDRA PRACTICE",200,1123.04,5651
2015-11-01,P84023,"SURREY LODGE PRACTICE",296,1380.31,8279
2015-11-01,P84689,"LONGSIGHT MEDICAL PRACTICE",176,736,4833
2015-11-01,P84676,"OSWALD ROAD MEDICAL PRACTICE",161,612,4375
2015-11-01,Y02520,"SIMPSON MEDICAL PRACTICE",200,1376.8,5384
2015-11-01,P84061,"BROOKLANDS MEDICAL PRACTICE",216,2451.09,5774
2015-11-01,P84679,"WILLOWBANK SURGERY",63,236.93,1683
2015-11-01,Y02849,"CITY HEALTH CENTRE",299,1416.99,7980
2015-11-01,P84018,"MAULDETH MEDICAL CENTRE",247,1641.68,6536
2015-11-01,P84027,"WEST POINT MEDICAL CENTRE",277,1242.02,7226
2015-11-01,P84652,"CORKLAND ROAD MEDICAL PRACTICE",280,1954.96,7250
2015-11-01,P84017,"LADYBARN GROUP PRACTICE",400,1873.6,10340
2015-11-01,P84035,"BODEY MEDICAL CENTRE",664,3165.46,16874
2015-11-01,P84037,"DR CUNNINGHAM & PARTNERS",274,1095.33,6824
2015-11-01,P84635,"THE WHITSWOOD PRACTICE",146,615.61,3598
2015-11-01,P84030,"NEW COLLEGIATE MEDICAL CENTRE",535,3641.34,13163
2015-11-01,P84071,"WILBRAHAM SURGERY",169,925.59,4084
2015-11-01,P84673,"ANCOATS URBAN VILLAGE MEDICAL PRACTICE",413,2016.6,9955
2015-11-01,Y02325,"CHARLESTOWN MD",144,631.63,3423
2015-11-01,P84684,"JOLLY MEDICAL CENTRE",135,717.02,3163
2015-11-01,P84611,"DR CHIU, KOH AND GAN",253,1159.62,5814
2015-11-01,P84050,"MOUNT ROAD SURGERY",326,2488.78,7489
2015-11-01,P84605,"FERNCLOUGH SURGERY",93,412.43,2125
2015-11-01,P84056,"PRINCESS ROAD SURGERY",201,724.21,4446
2015-11-01,P84064,"NEW ISLINGTON MEDICAL CENTRE",187,864.43,4098
2015-11-01,P84042,"FLORENCE HOUSE MEDICAL PRACTICE",384,1953.7,8293
2015-11-01,P84004,"FIVE OAKS FAMILIY PRACTICE",414,2602.45,8927
2015-11-01,P84070,"NEWTON HEATH MEDICAL CENTRE",272,1111.76,5799
2015-11-01,P84690,"DAM HEAD MEDICAL CENTRE",128,531.18,2699
2015-11-01,P84053,"ASHCROFT SURGERY",383,2281.29,7949
2015-11-01,P84074,"WELLFIELD MEDICAL CENTRE",471,3007.47,9739
2015-11-01,P84021,"THE MAPLES MEDICAL CENTRE",390,1663.37,7945
2015-11-01,P84644,"PARKSIDE SURGERY",202,871.54,4113
2015-11-01,P84046,"CHEETHAM HILL PRIMARY CARE CENTRE",541,3938.22,10232
2015-11-01,P84626,"WILMSLOW ROAD SURGERY",240,880.08,4517
2015-11-01,P84065,"THE SINGH MEDICAL PRACTICE",200,759.86,3756
2015-11-01,P84645,"PARK VIEW MEDICAL CENTRE",341,1948.65,6361
2015-11-01,P84067,"HAZELDENE MEDICAL CENTRE",361,2332.6,6638
2015-11-01,P84043,"CORNISHWAY GROUP PRACTICE",486,3083.69,8909
2015-11-01,P84682,"BURNAGE HEALTHCARE PRACTICE",127,513.49,2280
2015-11-01,P84672,"WOODLANDS MEDICAL PRACTICE",176,1147.33,3156
